left_column,right_column,overlap_rows,pearson_r,spearman_rho,abs_pearson_r,exact_equal_on_overlap,max_abs_diff,mean_abs_diff
DSS_tbl_CNJ,DSS_tbl_MV,360,0.487405,0.424566,0.487405,0,169.000000,36.586111
TD_Words,irr-PAST,352,0.487228,0.419442,0.487228,0,1716.000000,607.326705
TD_Utts,on,360,0.487147,0.369032,0.487147,0,197.000000,86.019444
on,#utterances,360,0.486918,0.369697,0.486918,0,198.000000,86.013889
FREQ_types,DSS_tbl_CNJ,360,0.486894,0.488332,0.486894,0,179.000000,45.736111
u-cop,#utterances,360,0.486527,0.435708,0.486527,0,187.000000,79.600000
DSS_tbl_score,DSS_tbl_IP,360,0.486406,0.492581,0.486406,0,209.240000,36.050972
TD_Utts,u-cop,360,0.486067,0.435450,0.486067,0,187.000000,79.605556
irr-PAST,#words,352,0.485949,0.426704,0.485949,0,1599.000000,560.857955
MLU_Words,TD_Time_(secs),360,0.483959,0.510872,0.483959,0,701.048000,266.425661
Verbs_Utt,DSS_Utts,360,0.483584,0.313975,0.483584,0,49.190000,47.168700
TD_Time_(secs),words/utterances,360,0.483131,0.508506,0.483131,0,701.024000,266.434628
MLU50_Morphemes,*-PL,360,0.483071,0.519562,0.483071,0,22.460000,3.541278
DSS_tbl_warning_50,DSS_tbl_MV,360,-0.482960,-0.288851,0.482960,0,215.000000,122.716667
TD_Time_(secs),DSS_tbl_CNJ,360,0.482469,0.518210,0.482469,0,555.000000,159.091667
*-PRESP,c-cop,360,0.482463,0.417393,0.482463,0,69.000000,14.077778
DSS_Utts,DSS_tbl_S,360,0.481633,0.240436,0.481633,0,50.000000,3.302778
TD_Utts_Time,DSS_tbl_CNJ,352,-0.481099,-0.472651,0.481099,0,353.737000,118.168043
Verbs_Utt,TD_Words,360,0.480504,0.497472,0.480504,0,1886.137000,643.976711
*-PL,Standard deviation,360,0.479834,0.476633,0.479834,0,27.144000,6.275319
#words,DSS_tbl_MV,360,0.478733,0.480197,0.478733,0,1493.000000,475.616667
words/turns,Standard deviation,360,0.477305,0.504919,0.477305,0,321.941000,72.596256
IPSyn_Total,DSS_tbl_CNJ,351,0.477228,0.463539,0.477228,0,288.000000,65.358974
irr-PAST,irr-3S,352,-0.474553,-0.565619,0.474553,0,171.000000,41.713068
MLU_Morphemes,TD_Time_(secs),360,0.474116,0.508564,0.474116,0,700.685000,265.855031
FREQ_tokens,utterances/turns,360,0.473526,0.468548,0.473526,0,1695.000000,603.923697
mor_Words,utterances/turns,360,0.473526,0.468548,0.473526,0,1695.000000,603.923697
words/turns,DSS_tbl_score,360,0.473187,0.507624,0.473187,0,314.690000,66.296281
#words,utterances/turns,360,0.472455,0.466635,0.472455,0,1659.000000,587.332031
TD_Utts_Time,DSS_Utts,352,-0.471817,-0.196773,0.471817,0,49.829000,49.102702
c-cop,#words,360,0.471643,0.306290,0.471643,0,1682.000000,593.394444
TD_Words,IPSyn_Total,351,0.470467,0.503554,0.470467,0,1816.000000,592.863248
TD_Time_(secs),DSS_tbl_TOT,360,0.470347,0.475762,0.470347,0,525.000000,196.938889
FREQ_tokens,*-PAST,360,0.470209,0.389873,0.470209,0,1707.000000,602.638889
mor_Words,*-PAST,360,0.470209,0.389873,0.470209,0,1707.000000,602.638889
TD_Time_(secs),*-PL,360,0.469884,0.451376,0.469884,0,701.000000,263.794444
FREQ_tokens,IPSyn_Total,351,0.469462,0.517960,0.469462,0,1657.000000,563.242165
IPSyn_Total,mor_Words,351,0.469462,0.517960,0.469462,0,1657.000000,563.242165
words/turns,DSS_tbl_TOT,360,0.468793,0.511763,0.468793,0,739.429000,386.303014
c-cop,Total_non_zero_mors,360,0.468345,0.716283,0.468345,0,42.000000,8.127778
DSS_tbl_MV,DSS_tbl_NG,360,0.467828,0.457522,0.467828,0,181.000000,111.308333
TD_Words,c-cop,360,0.467565,0.311541,0.467565,0,1885.000000,640.213889
TD_Time_(secs),u-cop,360,0.467438,0.485751,0.467438,0,695.000000,263.211111
MLU_Utts,det:art,360,0.467053,0.472325,0.467053,0,145.000000,27.163889
irr-3S,Total_non_zero_mors,360,0.464862,0.753348,0.464862,0,15.000000,9.758333
TD_Time_(secs),Total_non_zero_mors,360,0.464674,0.345493,0.464674,0,693.000000,261.188889
FREQ_types,retracing,360,0.463756,0.431388,0.463756,0,285.000000,136.269444
TD_Time_(secs),on,360,0.463469,0.408904,0.463469,0,705.000000,269.136111
*-PAST,DSS_tbl_TOT,360,0.462294,0.414710,0.462294,0,846.000000,449.541667
NDW_100,IPSyn_Total,351,0.462059,0.472110,0.462059,0,26.000000,9.518519
*-3S,Total_non_zero_mors,360,0.460418,0.725877,0.460418,0,59.000000,12.683333
NDW_100,DSS_tbl_TOT,360,0.460260,0.439948,0.460260,0,798.000000,412.055556
*-PAST,Standard deviation,360,0.460243,0.384453,0.460243,0,59.498000,9.889275
Verbs_Utt,det:art,360,0.459034,0.444003,0.459034,0,178.552000,75.693700
MLU_Morphemes,*-PL,360,0.458700,0.503718,0.458700,0,22.830000,3.589131
MLU_Morphemes,DSS_tbl_S,360,0.458657,0.416464,0.458657,0,44.730000,39.606764
TD_Words,DSS_tbl_MV,360,0.457378,0.443143,0.457378,0,1673.000000,522.436111
FREQ_tokens,DSS_tbl_MV,360,0.456871,0.460286,0.456871,0,1598.000000,492.208333
mor_Words,DSS_tbl_MV,360,0.456871,0.460286,0.456871,0,1598.000000,492.208333
*-PAST,DSS_tbl_score,360,0.456779,0.406080,0.456779,0,48.440000,7.421083
TD_Utts_Time,DSS_tbl_TOT,352,-0.456035,-0.359708,0.456035,0,851.737000,464.875429
FREQ_types,irr-PAST,352,0.455980,0.371201,0.455980,0,253.000000,108.784091
MLU50_Words,*-PL,360,0.454929,0.488211,0.454929,0,23.040000,3.763444
MLU_Utts,irr-PAST,352,0.454871,0.385309,0.454871,0,185.000000,46.676136
FREQ_tokens,irr-PAST,352,0.454759,0.398370,0.454759,0,1704.000000,577.778409
mor_Words,irr-PAST,352,0.454759,0.398370,0.454759,0,1704.000000,577.778409
Total_Utts,det:art,360,0.454239,0.458762,0.454239,0,145.000000,27.508333
words/utterances,DSS_tbl_S,360,0.453606,0.398012,0.453606,0,45.578000,40.209128
irr-PAST,c-aux,352,-0.453119,-0.530879,0.453119,0,171.000000,41.460227
MLU_Words,DSS_tbl_S,360,0.452746,0.398810,0.452746,0,45.578000,40.198072
Total_Utts,irr-PAST,352,0.452405,0.381298,0.452405,0,185.000000,47.105114
IPSyn_Total,DSS_tbl_NG,351,0.451589,0.485459,0.451589,0,67.000000,46.894587
*-PRESP,irr-3S,360,0.451456,0.356580,0.451456,0,75.000000,16.402778
irr-PAST,#utterances,352,0.451312,0.380375,0.451312,0,185.000000,47.264205
TD_Utts,irr-PAST,352,0.450882,0.379895,0.450882,0,185.000000,47.269886
DSS,DSS_tbl_IP,341,0.449934,0.452253,0.449934,0,209.240000,37.043519
TD_Utts,det:art,360,0.449464,0.454442,0.449464,0,145.000000,27.650000
det:art,#utterances,360,0.449300,0.454624,0.449300,0,145.000000,27.644444
DSS_tbl_warning_50,DSS_tbl_TOT,360,-0.447571,-0.278385,0.447571,0,852.000000,461.827778
DSS,words/turns,341,0.447409,0.477020,0.447409,0,314.690000,68.497742
TD_Time_(secs),irr-PAST,352,0.447189,0.398913,0.447189,0,650.000000,236.096591
TD_Words,utterances/turns,360,0.445042,0.437351,0.445042,0,1862.000000,634.151475
TD_Time_(secs),DSS_tbl_score,360,0.444283,0.466578,0.444283,0,698.480000,263.872528
FREQ_types,Age_Month_approx,359,0.442295,0.440694,0.442295,0,199.833333,65.215506
det:art,u-aux,360,0.441271,0.371596,0.441271,0,172.000000,66.277778
Age(Month),Standard deviation,360,0.440510,0.429284,0.440510,0,116.477000,82.047653
Age(Month),FREQ_types,360,0.440029,0.442526,0.440029,0,200.000000,65.352778
Age(Month),det:art,360,0.439241,0.428350,0.439241,0,82.000000,26.925000
Standard deviation,Age_Month_approx,359,0.438646,0.425274,0.438646,0,116.577000,82.253610
MLU_Utts,*-PRESP,360,0.438436,0.453871,0.438436,0,179.000000,70.591667
FREQ_types,*-PRESP,360,0.435091,0.462917,0.435091,0,274.000000,131.644444
VOCD_D_optimum_average,Standard deviation,360,0.435051,0.451959,0.435051,0,68.150000,29.402103
MLU50_Morphemes,DSS_tbl_S,360,0.435013,0.389755,0.435013,0,45.200000,39.540167
*-PL,words/utterances,360,0.434655,0.476650,0.434655,0,23.543000,3.804561
NDW_100,DSS_tbl_score,360,0.434414,0.434536,0.434414,0,54.360000,40.499583
IPSyn_Total,DSS_tbl_S,351,0.433917,0.243745,0.433917,0,29.000000,11.849003
MLU_Words,*-PL,360,0.433814,0.476081,0.433814,0,23.580000,3.803428
Verbs_Utt,TD_Time_(secs),360,0.433310,0.417362,0.433310,0,705.837000,271.682589
det:art,Age_Month_approx,359,0.431902,0.423899,0.431902,0,82.200000,26.961096
DSS_Utts,DSS_tbl_MV,360,0.431528,0.323100,0.431528,0,165.000000,74.408333
DSS_tbl_MV,DSS_tbl_PP,360,0.430780,0.323384,0.430780,0,124.000000,47.527778
Verbs_Utt,*-PAST,360,0.430160,0.365302,0.430160,0,63.137000,11.216594
Total_Utts,*-PRESP,360,0.429957,0.444528,0.429957,0,180.000000,71.063889
FREQ_types,DSS_tbl_S,360,0.429891,0.353223,0.429891,0,263.000000,103.438889
c-aux,Total_non_zero_mors,360,0.429245,0.719039,0.429245,0,30.000000,9.311111
MLU50_Words,*-PAST,360,0.427069,0.375848,0.427069,0,55.020000,8.129333
MLU50_Words,DSS_tbl_S,360,0.427029,0.373786,0.427029,0,45.640000,40.153111
TD_Utts,*-PRESP,360,0.426733,0.443240,0.426733,0,180.000000,71.244444
*-PRESP,#utterances,360,0.426512,0.442597,0.426512,0,181.000000,71.238889
TD_Utts_Time,DSS_tbl_MV,352,-0.426471,-0.307698,0.426471,0,214.697000,123.409520
*-PRESP,Total_non_zero_mors,360,0.425457,0.472210,0.425457,0,74.000000,9.022222
*-PAST,*-3S,360,-0.424581,-0.440060,0.424581,0,69.000000,17.663889
FREQ_types,Total_non_zero_mors,360,0.424449,0.367717,0.424449,0,299.000000,138.455556
NDW_100,Verbs_Utt,360,0.423676,0.375278,0.423676,0,64.699000,48.607267
FREQ_types,u-cop,360,0.421565,0.400222,0.421565,0,277.000000,140.005556
det:art,Total_non_zero_mors,360,0.419941,0.336917,0.419941,0,168.000000,65.233333
TD_Time_(secs),*-PAST,360,0.418803,0.365728,0.418803,0,693.000000,260.536111
Age(Month),words/turns,360,0.418706,0.460376,0.418706,0,207.750000,34.985003
DSS,*-PAST,341,0.417825,0.350562,0.417825,0,48.440000,7.523754
MLU50_Morphemes,*-PAST,360,0.417719,0.367836,0.417719,0,53.860000,7.980944
words/turns,Age_Month_approx,359,0.417295,0.457820,0.417295,0,207.616667,35.012246
TD_Time_(secs),DSS_Utts,360,0.416072,0.360983,0.416072,0,657.000000,224.513889
IPSyn_Total,u-cop,351,0.414003,0.437640,0.414003,0,67.000000,48.264957
*-3S,c-cop,360,0.413980,0.531268,0.413980,0,59.000000,8.861111
TD_Utts_Time,IPSyn_Total,351,-0.411511,-0.327816,0.411511,0,77.675000,58.141801
VOCD_D_optimum_average,Verbs_Utt,360,0.408853,0.424478,0.408853,0,70.010000,31.154544
*-3S,c-aux,360,0.408667,0.572536,0.408667,0,56.000000,8.494444
TD_Utts_Time,det:art,352,-0.408560,-0.432267,0.408560,0,179.626000,78.275997
MLU_Utts,*-PL,360,0.407304,0.405273,0.407304,0,192.000000,80.163889
MLU_Morphemes,*-PRESP,360,0.407302,0.391566,0.407302,0,79.473000,12.024892
TD_Time_(secs),words/turns,360,0.405719,0.410039,0.405719,0,690.467000,199.545608
VOCD_D_optimum_average,DSS_tbl_TOT,360,0.404985,0.430613,0.404985,0,821.210000,429.497167
words/turns,DSS_tbl_MV,360,0.404899,0.451685,0.404899,0,201.500000,56.640647
TD_Utts_Time,DSS_tbl_warning_50,352,0.404455,0.195238,0.404455,0,0.764000,0.340077
TD_Time_(secs),DSS_tbl_MV,360,0.403122,0.377066,0.403122,0,608.000000,153.611111
retracing,repetition,360,0.402259,0.543638,0.402259,0,187.000000,8.319444
NDW_100,DSS,341,0.401758,0.403299,0.401758,0,54.360000,40.800117
Verbs_Utt,DSS_tbl_SV,360,0.401707,0.455304,0.401707,0,117.864000,31.103156
Age_Month_approx,DSS_tbl_MV,359,0.401059,0.386891,0.401059,0,104.600000,39.991551
words/turns,DSS_tbl_CNJ,360,0.400727,0.432078,0.400727,0,241.429000,56.645247
TD_Utts_Time,DSS_tbl_score,352,-0.400657,-0.358683,0.400657,0,16.777000,9.020372
MLU50_Morphemes,*-PRESP,360,0.400626,0.390080,0.400626,0,79.300000,11.959833
DSS_tbl_score,DSS_tbl_S,360,0.399884,0.314036,0.399884,0,45.680000,37.521806
IPSyn_Total,words/turns,351,0.399585,0.458892,0.399585,0,253.750000,34.122687
*-PL,words/turns,360,0.398591,0.412753,0.398591,0,312.750000,66.596158
Total_Utts,*-PL,360,0.398375,0.398020,0.398375,0,192.000000,80.636111
TD_Time_(secs),c-cop,360,0.396949,0.281229,0.396949,0,683.000000,267.894444
irr-PAST,DSS_tbl_NG,352,0.396931,0.344445,0.396931,0,127.000000,33.079545
*-PL,#utterances,360,0.394583,0.394931,0.394583,0,192.000000,80.811111
TD_Utts,*-PL,360,0.394278,0.394424,0.394278,0,192.000000,80.816667
det:art,DSS_tbl_CNJ,360,0.392763,0.403707,0.392763,0,274.000000,52.630556
NDW_100,DSS_tbl_PP,360,0.392401,0.366568,0.392401,0,120.000000,31.027778
NDW_100,Age_Month_approx,359,0.390293,0.355581,0.390293,0,73.633333,35.459146
FREQ_types,u-aux,360,0.389955,0.380589,0.389955,0,281.000000,139.583333
DSS_Utts,DSS_tbl_TOT,360,0.389516,0.294570,0.389516,0,802.000000,413.519444
retracing,det:art,360,0.389238,0.400614,0.389238,0,162.000000,63.302778
DSS_Utts,IPSyn_Total,351,0.389069,0.233735,0.389069,0,28.000000,9.897436
MLU_Utts,u-aux,360,0.388673,0.376898,0.388673,0,185.000000,78.530556
TD_Time_(secs),DSS,341,0.388465,0.414842,0.388465,0,698.480000,274.157889
Age(Month),NDW_100,360,0.387973,0.357819,0.387973,0,74.000000,35.502778
NDW_100,Standard deviation,360,0.387814,0.357984,0.387814,0,63.180000,46.854825
Age(Month),*-PL,360,0.387571,0.419983,0.387571,0,112.000000,75.947222
DSS_tbl_NG,DSS_tbl_TOT,360,0.385996,0.360515,0.385996,0,841.000000,450.419444
IPSyn_Total,DSS_tbl_warning_50,351,-0.385851,-0.232678,0.385851,0,78.000000,58.455840
FREQ_tokens,Total_non_zero_mors,360,0.385296,0.391198,0.385296,0,1707.000000,603.136111
mor_Words,Total_non_zero_mors,360,0.385296,0.391198,0.385296,0,1707.000000,603.136111
Verbs_Utt,DSS_tbl_PP,360,0.384656,0.282133,0.384656,0,170.386000,75.285044
MLU_Words,*-PAST,360,0.384041,0.343772,0.384041,0,55.742000,8.180872
MLU_Utts,utterances/turns,360,0.383822,0.351618,0.383822,0,197.038000,78.190364
*-PAST,words/utterances,360,0.383560,0.341960,0.383560,0,55.742000,8.186761
Total_Utts,u-aux,360,0.383327,0.369104,0.383327,0,185.000000,79.002778
TD_Time_(secs),IPSyn_Total,351,0.382883,0.404142,0.382883,0,644.000000,221.062678
VOCD_D_optimum_average,DSS_tbl_score,360,0.382588,0.423198,0.382588,0,63.190000,23.046861
*-PL,Age_Month_approx,359,0.382388,0.415137,0.382388,0,112.200000,76.136769
*-PL,DSS_tbl_score,360,0.382038,0.415721,0.382038,0,21.540000,3.605028
retracing,*-PRESP,360,0.381557,0.401560,0.381557,0,61.000000,9.847222
FREQ_types,*-POSS,360,0.381381,0.376117,0.381381,0,309.000000,149.313889
MLU_Morphemes,*-PAST,360,0.381247,0.340584,0.381247,0,54.852000,8.030414
Age(Month),DSS_tbl_MV,360,0.380977,0.378643,0.380977,0,147.000000,40.280556
DSS_tbl_score,DSS_tbl_NG,360,0.380538,0.354248,0.380538,0,31.080000,7.306583
TD_Utts,u-aux,360,0.380315,0.367930,0.380315,0,185.000000,79.183333
u-cop,DSS_tbl_MV,360,0.380189,0.401899,0.380189,0,182.000000,112.477778
u-aux,#utterances,360,0.380138,0.366973,0.380138,0,185.000000,79.177778
DSS,*-PL,341,0.379736,0.396907,0.379736,0,21.540000,3.464047
IPSyn_Utts,DSS_tbl_S,352,0.379518,0.094358,0.379518,0,40.000000,3.005682
MLU_Utts,words/turns,360,0.379392,0.351907,0.379392,0,209.500000,36.017769
NDW_100,*-PAST,360,0.377181,0.365876,0.377181,0,65.000000,37.536111
u-cop,u-aux,360,0.377050,0.443614,0.377050,0,41.000000,6.094444
Total_Utts,utterances/turns,360,0.373859,0.339165,0.373859,0,198.038000,78.662586
IPSyn_Total,DSS_tbl_PP,351,0.372903,0.302599,0.372903,0,95.000000,26.051282
irr-PAST,DSS_tbl_TOT,352,0.372674,0.335280,0.372674,0,844.000000,422.252841
MLU_Words,DSS_tbl_warning_50,360,-0.371210,-0.256882,0.371210,0,10.131000,6.607483
#utterances,utterances/turns,360,0.370609,0.336649,0.370609,0,199.038000,78.837586
words/utterances,DSS_tbl_warning_50,360,-0.370424,-0.255914,0.370424,0,10.131000,6.596428
TD_Utts,utterances/turns,360,0.370043,0.335769,0.370043,0,198.038000,78.843142
*-PRESP,*-PL,360,0.369794,0.372397,0.369794,0,73.000000,10.750000
DSS_Utts,det:art,360,0.369177,0.326856,0.369177,0,130.000000,32.786111
MLU_Morphemes,u-aux,360,0.367691,0.349375,0.367691,0,35.593000,5.718053
VOCD_D_optimum_average,Age_Month_approx,359,0.367138,0.385203,0.367138,0,91.603333,52.860947
Total_Utts,words/turns,360,0.367039,0.336511,0.367039,0,209.500000,36.451103
*-PAST,c-aux,360,-0.366753,-0.437322,0.366753,0,64.000000,13.252778
MLU50_Morphemes,DSS_tbl_IP,360,0.365211,0.359574,0.365211,0,214.000000,38.061167
MLU50_Words,DSS_tbl_IP,360,0.365093,0.366762,0.365093,0,214.440000,38.671333
MLU50_Morphemes,u-aux,360,0.364594,0.348344,0.364594,0,36.240000,5.699500
Total_non_zero_mors,#words,360,0.364335,0.363389,0.364335,0,1671.000000,586.544444
*-PL,DSS_tbl_TOT,360,0.363552,0.423045,0.363552,0,839.000000,452.800000
IPSyn_Total,*-PL,351,0.363115,0.416206,0.363115,0,69.000000,49.242165
TD_Utts_Time,DSS_tbl_S,352,-0.363090,-0.101126,0.363090,0,49.815000,46.645315
FREQ_types,c-cop,360,0.362922,0.262599,0.362922,0,310.000000,145.305556
#utterances,words/turns,360,0.362760,0.333390,0.362760,0,209.500000,36.598325
Standard deviation,DSS_tbl_S,360,0.362587,0.316237,0.362587,0,48.577000,43.877047
TD_Utts,words/turns,360,0.362390,0.332475,0.362390,0,209.500000,36.603881
irr-PAST,DSS_tbl_score,352,0.361904,0.333459,0.361904,0,155.440000,35.445455
Age(Month),IPSyn_Total,351,0.361380,0.351049,0.361380,0,73.000000,28.421652
*-PRESP,on,360,0.361140,0.335931,0.361140,0,76.000000,14.963889
MLU50_Words,DSS_tbl_warning_50,360,-0.360923,-0.262005,0.360923,0,10.360000,6.652444
Age(Month),VOCD_D_optimum_average,360,0.360907,0.383875,0.360907,0,91.970000,52.812778
VOCD_D_optimum_average,#words,360,0.360574,0.366282,0.360574,0,1624.370000,566.002722
*-PAST,words/turns,360,0.360413,0.320090,0.360413,0,291.750000,63.370208
Total_non_zero_mors,DSS_tbl_warning_50,360,-0.359849,-0.254015,0.359849,0,14.000000,11.788889
VOCD_D_optimum_average,irr-PAST,352,0.359049,0.332475,0.359049,0,111.370000,23.940000
VOCD_D_optimum_average,DSS_tbl_PP,360,0.358428,0.363629,0.358428,0,122.670000,44.905611
TD_Words,Total_non_zero_mors,360,0.357686,0.363603,0.357686,0,1874.000000,633.363889
TD_Time_(secs),*-POSS,360,0.356951,0.358122,0.356951,0,705.000000,271.891667
FREQ_types,DSS_Utts,360,0.356894,0.355917,0.356894,0,263.000000,101.936111
MLU_Utts,*-PAST,360,0.356799,0.283854,0.356799,0,194.000000,76.905556
MLU_Utts,in,360,0.356658,0.426919,0.356658,0,196.000000,84.125000
DSS,DSS_tbl_NG,341,0.355475,0.327049,0.355475,0,31.080000,7.481525
Total_Utts,in,360,0.355295,0.427552,0.355295,0,197.000000,84.597222
IPSyn_Total,Age_Month_approx,350,0.355025,0.346441,0.355025,0,73.400000,28.371333
TD_Utts,in,360,0.354981,0.427242,0.354981,0,197.000000,84.777778
FREQ_tokens,irr-3S,360,0.354956,0.242263,0.354956,0,1720.000000,612.633333
mor_Words,irr-3S,360,0.354956,0.242263,0.354956,0,1720.000000,612.633333
in,#utterances,360,0.354835,0.427838,0.354835,0,198.000000,84.772222
retracing,DSS_tbl_CNJ,360,0.354302,0.397060,0.354302,0,340.000000,103.683333
retracing,c-cop,360,0.353865,0.284344,0.353865,0,42.000000,10.175000
DSS_Utts,words/utterances,360,0.351513,0.297426,0.351513,0,46.561000,41.920739
in,#words,360,0.351181,0.433983,0.351181,0,1675.000000,593.266667
MLU_Morphemes,DSS_tbl_warning_50,360,-0.351052,-0.251974,0.351052,0,11.255000,7.198792
FREQ_tokens,in,360,0.350791,0.435817,0.350791,0,1711.000000,609.858333
mor_Words,in,360,0.350791,0.435817,0.350791,0,1711.000000,609.858333
FREQ_tokens,VOCD_D_optimum_average,360,0.350694,0.357379,0.350694,0,1674.940000,582.594389
VOCD_D_optimum_average,mor_Words,360,0.350694,0.357379,0.350694,0,1674.940000,582.594389
TD_Words,in,360,0.350476,0.433357,0.350476,0,1878.000000,640.086111
FREQ_types,DSS_tbl_warning_50,360,-0.350326,-0.310961,0.350326,0,313.000000,150.244444
Total_Utts,*-PAST,360,0.349279,0.274136,0.349279,0,194.000000,77.377778
MLU_Words,DSS_Utts,360,0.348987,0.297136,0.348987,0,46.729000,41.911772
MLU_Morphemes,DSS_tbl_SV,360,0.348891,0.369721,0.348891,0,111.773000,25.169831
TD_Words,*-POSS,360,0.347966,0.361307,0.347966,0,1884.000000,644.222222
FREQ_tokens,*-POSS,360,0.347717,0.373226,0.347717,0,1717.000000,613.994444
mor_Words,*-POSS,360,0.347717,0.373226,0.347717,0,1717.000000,613.994444
MLU50_Words,DSS_Utts,360,0.347658,0.305593,0.347658,0,46.840000,41.862222
*-POSS,#words,360,0.347393,0.367069,0.347393,0,1681.000000,597.402778
*-PAST,#utterances,360,0.346678,0.272863,0.346678,0,194.000000,77.552778
TD_Utts,*-PAST,360,0.345952,0.272006,0.345952,0,194.000000,77.558333
Age(Month),DSS_tbl_TOT,360,0.345905,0.330059,0.345905,0,740.000000,376.969444
Verbs_Utt,Total_non_zero_mors,360,0.345493,0.193427,0.345493,0,13.025000,10.612822
MLU_Words,DSS_tbl_IP,360,0.345302,0.341612,0.345302,0,214.605000,38.714906
words/utterances,DSS_tbl_IP,360,0.344490,0.340276,0.344490,0,214.605000,38.726039
Age_Month_approx,DSS_tbl_TOT,359,0.343930,0.326352,0.343930,0,739.733333,377.031662
*-PAST,irr-3S,360,-0.343788,-0.425683,0.343788,0,64.000000,11.988889
NDW_100,DSS_Utts,360,0.343607,0.235689,0.343607,0,45.000000,5.691667
det:art,utterances/turns,360,0.343093,0.358092,0.343093,0,167.667000,66.256153
MLU50_Words,NDW_100,360,0.342988,0.305998,0.342988,0,59.500000,43.130889
MLU50_Morphemes,DSS_tbl_SV,360,0.342961,0.372097,0.342961,0,111.840000,25.107056
MLU_Morphemes,DSS_tbl_IP,360,0.342295,0.331429,0.342295,0,214.111000,38.128203
irr-PAST,u-aux,352,0.341971,0.413326,0.341971,0,140.000000,34.312500
MLU50_Morphemes,DSS_tbl_warning_50,360,-0.341773,-0.257440,0.341773,0,11.380000,7.265389
FREQ_types,DSS_tbl_PP,360,0.341310,0.285875,0.341310,0,215.000000,74.738889
VOCD_D_optimum_average,*-PL,360,0.340647,0.386387,0.340647,0,61.010000,23.448111
TD_Words,repetition,360,0.340240,0.424597,0.340240,0,1810.000000,631.991667
on,det:art,360,0.340120,0.309767,0.340120,0,172.000000,73.152778
MLU50_Morphemes,DSS_Utts,360,0.339182,0.302900,0.339182,0,46.600000,41.269722
MLU_Morphemes,DSS_Utts,360,0.338883,0.296088,0.338883,0,46.533000,41.341142
u-aux,words/utterances,360,0.337803,0.325710,0.337803,0,36.724000,5.914139
det:art,DSS_tbl_TOT,360,0.337572,0.306119,0.337572,0,772.000000,385.050000
MLU_Words,u-aux,360,0.336611,0.326188,0.336611,0,36.724000,5.912972
*-POSS,Standard deviation,360,0.336514,0.331544,0.336514,0,6.919000,2.292164
*-PRESP,words/utterances,360,0.336488,0.330126,0.336488,0,80.266000,12.531750
VOCD_D_optimum_average,DSS,341,0.336091,0.378047,0.336091,0,63.190000,23.538504
DSS_tbl_SV,DSS_tbl_TOT,360,0.335873,0.360169,0.335873,0,798.000000,429.550000
MLU_Words,*-PRESP,360,0.335539,0.329903,0.335539,0,80.266000,12.522628
MLU50_Morphemes,NDW_100,360,0.335383,0.300868,0.335383,0,59.160000,42.517944
on,Standard deviation,360,0.335291,0.341825,0.335291,0,14.380000,1.672881
IPSyn_Total,det:art,351,0.334857,0.314477,0.334857,0,125.000000,28.316239
VOCD_D_optimum_average,TD_Words,360,0.334054,0.330577,0.334054,0,1827.370000,612.822167
MLU50_Morphemes,#turns,360,-0.332679,-0.316400,0.332679,0,96.180000,6.584500
det:art,irr-3S,360,0.332392,0.273225,0.332392,0,179.000000,74.541667
NDW_100,words/turns,360,0.332382,0.377556,0.332382,0,276.750000,37.079647
*-PRESP,words/turns,360,0.332276,0.358821,0.332276,0,305.750000,57.726619
*-3S,Age_Month_approx,359,0.331510,0.252922,0.331510,0,119.200000,75.445961
words/utterances,DSS_tbl_SV,360,0.330802,0.360802,0.330802,0,113.134000,25.748822
MLU_Words,DSS_tbl_SV,360,0.330755,0.359976,0.330755,0,113.045000,25.738100
Age(Month),*-3S,360,0.330749,0.252053,0.330749,0,119.000000,75.258333
retracing,u-aux,360,0.330152,0.321072,0.330152,0,54.000000,7.763889
Verbs_Utt,*-PL,360,0.329978,0.403185,0.329978,0,28.762000,7.891583
Verbs_Utt,DSS_tbl_IP,360,0.329971,0.329456,0.329971,0,221.531000,44.135044
u-cop,*-3S,360,-0.329884,-0.346012,0.329884,0,65.000000,15.055556
irr-3S,#words,360,0.329381,0.217610,0.329381,0,1684.000000,596.041667
VOCD_D_optimum_average,DSS_tbl_S,360,0.329106,0.266337,0.329106,0,35.720000,15.537389
MLU50_Morphemes,utterances/turns,360,0.327403,0.396358,0.327403,0,32.600000,4.854314
DSS_tbl_IP,DSS_tbl_MV,360,0.327194,0.364001,0.327194,0,188.000000,78.172222
irr-PAST,Standard deviation,352,0.327003,0.295762,0.327003,0,166.498000,40.160361
NDW_100,DSS_tbl_S,360,0.326634,0.236276,0.326634,0,37.000000,5.788889
*-PL,Total_non_zero_mors,360,0.326519,0.297992,0.326519,0,19.000000,4.716667
MLU50_Words,u-aux,360,0.326264,0.318920,0.326264,0,37.260000,5.897000
MLU50_Words,DSS_tbl_SV,360,0.326168,0.362926,0.326168,0,113.200000,25.696333
MLU50_Words,#turns,360,-0.325325,-0.308343,0.325325,0,96.640000,6.633000
MLU_Morphemes,#turns,360,-0.324494,-0.313458,0.324494,0,96.189000,6.540569
DSS_tbl_PP,DSS_tbl_S,360,0.323436,0.078105,0.323436,0,123.000000,33.072222
DSS_tbl_CNJ,DSS_tbl_PP,360,0.322994,0.281670,0.322994,0,237.000000,53.125000
Age(Month),#words,360,0.322833,0.329803,0.322833,0,1572.000000,513.369444
