File_ID,error_source,error_relpath,chi_utterances,chi_utterances_with_error_code,error_total_annotations,bare_marking_errors,bare_marking_errors_per_utt,determiner_errors,determiner_errors_per_utt,pronoun_errors,pronoun_errors_per_utt,rule_generalization_errors,rule_generalization_errors_per_utt
553,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/553.cha,data/annotated/ENNI_batchalign/TD/A/553.cha,84,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
555,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/555.cha,data/annotated/ENNI_batchalign/TD/A/555.cha,69,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
559,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/559.cha,data/annotated/ENNI_batchalign/TD/A/559.cha,74,3,3,0,0.000000,0,0.000000,0,0.000000,1,0.013514
561,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/561.cha,data/annotated/ENNI_batchalign/TD/A/561.cha,82,3,3,0,0.000000,0,0.000000,0,0.000000,2,0.024390
562,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/562.cha,data/annotated/ENNI_batchalign/TD/A/562.cha,127,9,10,1,0.007874,0,0.000000,0,0.000000,5,0.039370
564,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/564.cha,data/annotated/ENNI_batchalign/TD/A/564.cha,96,4,5,1,0.010417,0,0.000000,0,0.000000,4,0.041667
601,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/601.cha,data/annotated/ENNI_batchalign/TD/A/601.cha,123,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
602,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/602.cha,data/annotated/ENNI_batchalign/TD/A/602.cha,74,4,4,0,0.000000,0,0.000000,0,0.000000,4,0.054054
605,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/605.cha,data/annotated/ENNI_batchalign/TD/A/605.cha,84,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.011905
606,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/606.cha,data/annotated/ENNI_batchalign/TD/A/606.cha,69,4,4,0,0.000000,0,0.000000,0,0.000000,4,0.057971
610,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/610.cha,data/annotated/ENNI_batchalign/TD/A/610.cha,70,3,3,0,0.000000,0,0.000000,0,0.000000,3,0.042857
614,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/614.cha,data/annotated/ENNI_batchalign/TD/A/614.cha,73,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.013699
618,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/618.cha,data/annotated/ENNI_batchalign/TD/A/618.cha,76,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
622,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/622.cha,data/annotated/ENNI_batchalign/TD/A/622.cha,75,3,3,1,0.013333,0,0.000000,0,0.000000,2,0.026667
626,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/626.cha,data/annotated/ENNI_batchalign/TD/A/626.cha,85,4,4,0,0.000000,0,0.000000,0,0.000000,4,0.047059
630,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/630.cha,data/annotated/ENNI_batchalign/TD/A/630.cha,66,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
634,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/634.cha,data/annotated/ENNI_batchalign/TD/A/634.cha,70,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
637,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/637.cha,data/annotated/ENNI_batchalign/TD/A/637.cha,58,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.017241
641,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/641.cha,data/annotated/ENNI_batchalign/TD/A/641.cha,80,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
645,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/645.cha,data/annotated/ENNI_batchalign/TD/A/645.cha,143,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
649,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/649.cha,data/annotated/ENNI_batchalign/TD/A/649.cha,58,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.017241
650,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/650.cha,data/annotated/ENNI_batchalign/TD/A/650.cha,83,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
653,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/653.cha,data/annotated/ENNI_batchalign/TD/A/653.cha,87,2,2,0,0.000000,0,0.000000,0,0.000000,1,0.011494
654,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/654.cha,data/annotated/ENNI_batchalign/TD/A/654.cha,111,4,5,0,0.000000,0,0.000000,0,0.000000,5,0.045045
657,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/657.cha,data/annotated/ENNI_batchalign/TD/A/657.cha,67,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.014925
660,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/660.cha,data/annotated/ENNI_batchalign/TD/A/660.cha,125,3,3,0,0.000000,0,0.000000,0,0.000000,2,0.016000
661,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/661.cha,data/annotated/ENNI_batchalign/TD/A/661.cha,66,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.015152
665,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/665.cha,data/annotated/ENNI_batchalign/TD/A/665.cha,63,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
670,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/670.cha,data/annotated/ENNI_batchalign/TD/A/670.cha,106,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
671,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/671.cha,data/annotated/ENNI_batchalign/TD/A/671.cha,75,2,2,0,0.000000,0,0.000000,0,0.000000,2,0.026667
677,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/677.cha,data/annotated/ENNI_batchalign/TD/A/677.cha,88,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
701,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/701.cha,data/annotated/ENNI_batchalign/TD/A/701.cha,85,3,3,0,0.000000,0,0.000000,0,0.000000,1,0.011765
702,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/702.cha,data/annotated/ENNI_batchalign/TD/A/702.cha,64,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
705,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/705.cha,data/annotated/ENNI_batchalign/TD/A/705.cha,88,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
706,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/706.cha,data/annotated/ENNI_batchalign/TD/A/706.cha,81,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
709,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/709.cha,data/annotated/ENNI_batchalign/TD/A/709.cha,55,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.018182
713,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/713.cha,data/annotated/ENNI_batchalign/TD/A/713.cha,77,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
714,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/714.cha,data/annotated/ENNI_batchalign/TD/A/714.cha,110,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
718,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/718.cha,data/annotated/ENNI_batchalign/TD/A/718.cha,109,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
722,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/722.cha,data/annotated/ENNI_batchalign/TD/A/722.cha,84,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
726,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/726.cha,data/annotated/ENNI_batchalign/TD/A/726.cha,113,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
730,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/730.cha,data/annotated/ENNI_batchalign/TD/A/730.cha,61,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.016393
737,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/737.cha,data/annotated/ENNI_batchalign/TD/A/737.cha,65,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
738,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/738.cha,data/annotated/ENNI_batchalign/TD/A/738.cha,106,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
746,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/746.cha,data/annotated/ENNI_batchalign/TD/A/746.cha,87,2,2,0,0.000000,0,0.000000,0,0.000000,0,0.000000
752,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/752.cha,data/annotated/ENNI_batchalign/TD/A/752.cha,80,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
756,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/756.cha,data/annotated/ENNI_batchalign/TD/A/756.cha,75,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
757,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/757.cha,data/annotated/ENNI_batchalign/TD/A/757.cha,83,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
761,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/761.cha,data/annotated/ENNI_batchalign/TD/A/761.cha,76,2,2,0,0.000000,0,0.000000,0,0.000000,2,0.026316
762,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/762.cha,data/annotated/ENNI_batchalign/TD/A/762.cha,107,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
765,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/765.cha,data/annotated/ENNI_batchalign/TD/A/765.cha,72,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
766,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/766.cha,data/annotated/ENNI_batchalign/TD/A/766.cha,106,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
767,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/767.cha,data/annotated/ENNI_batchalign/TD/A/767.cha,94,2,2,0,0.000000,0,0.000000,0,0.000000,2,0.021277
769,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/769.cha,data/annotated/ENNI_batchalign/TD/A/769.cha,72,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
771,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/771.cha,data/annotated/ENNI_batchalign/TD/A/771.cha,63,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
773,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/773.cha,data/annotated/ENNI_batchalign/TD/A/773.cha,62,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.016129
801,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/801.cha,data/annotated/ENNI_batchalign/TD/A/801.cha,67,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
802,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/802.cha,data/annotated/ENNI_batchalign/TD/A/802.cha,103,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
805,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/805.cha,data/annotated/ENNI_batchalign/TD/A/805.cha,158,2,2,0,0.000000,0,0.000000,0,0.000000,0,0.000000
806,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/806.cha,data/annotated/ENNI_batchalign/TD/A/806.cha,86,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
809,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/809.cha,data/annotated/ENNI_batchalign/TD/A/809.cha,87,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.011494
810,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/810.cha,data/annotated/ENNI_batchalign/TD/A/810.cha,64,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
813,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/813.cha,data/annotated/ENNI_batchalign/TD/A/813.cha,81,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
818,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/818.cha,data/annotated/ENNI_batchalign/TD/A/818.cha,126,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.007937
830,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/830.cha,data/annotated/ENNI_batchalign/TD/A/830.cha,77,2,2,0,0.000000,0,0.000000,0,0.000000,1,0.012987
836,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/836.cha,data/annotated/ENNI_batchalign/TD/A/836.cha,126,2,2,0,0.000000,0,0.000000,0,0.000000,1,0.007937
837,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/837.cha,data/annotated/ENNI_batchalign/TD/A/837.cha,78,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
840,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/840.cha,data/annotated/ENNI_batchalign/TD/A/840.cha,88,2,2,0,0.000000,0,0.000000,0,0.000000,0,0.000000
844,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/844.cha,data/annotated/ENNI_batchalign/TD/A/844.cha,179,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
845,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/845.cha,data/annotated/ENNI_batchalign/TD/A/845.cha,73,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
848,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/848.cha,data/annotated/ENNI_batchalign/TD/A/848.cha,173,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.005780
849,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/849.cha,data/annotated/ENNI_batchalign/TD/A/849.cha,72,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
852,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/852.cha,data/annotated/ENNI_batchalign/TD/A/852.cha,94,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
853,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/853.cha,data/annotated/ENNI_batchalign/TD/A/853.cha,82,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
856,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/856.cha,data/annotated/ENNI_batchalign/TD/A/856.cha,54,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
865,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/865.cha,data/annotated/ENNI_batchalign/TD/A/865.cha,56,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
869,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/869.cha,data/annotated/ENNI_batchalign/TD/A/869.cha,102,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
902,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/902.cha,data/annotated/ENNI_batchalign/TD/A/902.cha,117,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
905,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/905.cha,data/annotated/ENNI_batchalign/TD/A/905.cha,182,2,2,0,0.000000,0,0.000000,0,0.000000,0,0.000000
906,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/906.cha,data/annotated/ENNI_batchalign/TD/A/906.cha,74,2,2,0,0.000000,0,0.000000,0,0.000000,0,0.000000
909,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/909.cha,data/annotated/ENNI_batchalign/TD/A/909.cha,79,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
910,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/910.cha,data/annotated/ENNI_batchalign/TD/A/910.cha,111,2,2,0,0.000000,0,0.000000,0,0.000000,1,0.009009
913,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/913.cha,data/annotated/ENNI_batchalign/TD/A/913.cha,94,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
914,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/914.cha,data/annotated/ENNI_batchalign/TD/A/914.cha,74,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
917,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/917.cha,data/annotated/ENNI_batchalign/TD/A/917.cha,76,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
918,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/918.cha,data/annotated/ENNI_batchalign/TD/A/918.cha,102,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
921,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/921.cha,data/annotated/ENNI_batchalign/TD/A/921.cha,86,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
925,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/925.cha,data/annotated/ENNI_batchalign/TD/A/925.cha,64,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
929,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/929.cha,data/annotated/ENNI_batchalign/TD/A/929.cha,100,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
933,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/933.cha,data/annotated/ENNI_batchalign/TD/A/933.cha,73,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
937,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/937.cha,data/annotated/ENNI_batchalign/TD/A/937.cha,82,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
941,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/941.cha,data/annotated/ENNI_batchalign/TD/A/941.cha,94,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
945,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/945.cha,data/annotated/ENNI_batchalign/TD/A/945.cha,103,2,2,0,0.000000,0,0.000000,0,0.000000,1,0.009709
953,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/953.cha,data/annotated/ENNI_batchalign/TD/A/953.cha,92,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
957,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/957.cha,data/annotated/ENNI_batchalign/TD/A/957.cha,110,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
958,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/958.cha,data/annotated/ENNI_batchalign/TD/A/958.cha,67,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
961,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/961.cha,data/annotated/ENNI_batchalign/TD/A/961.cha,69,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
962,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/962.cha,data/annotated/ENNI_batchalign/TD/A/962.cha,70,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
966,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/966.cha,data/annotated/ENNI_batchalign/TD/A/966.cha,78,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
968,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/968.cha,data/annotated/ENNI_batchalign/TD/A/968.cha,62,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
970,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/970.cha,data/annotated/ENNI_batchalign/TD/A/970.cha,78,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
972,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/972.cha,data/annotated/ENNI_batchalign/TD/A/972.cha,72,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
403,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/403.cha,data/annotated/ENNI_batchalign/TD/B/403.cha,73,6,7,0,0.000000,0,0.000000,0,0.000000,6,0.082192
404,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/404.cha,data/annotated/ENNI_batchalign/TD/B/404.cha,84,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
407,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/407.cha,data/annotated/ENNI_batchalign/TD/B/407.cha,63,2,2,1,0.015873,0,0.000000,0,0.000000,0,0.000000
408,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/408.cha,data/annotated/ENNI_batchalign/TD/B/408.cha,78,5,5,3,0.038462,0,0.000000,0,0.000000,2,0.025641
411,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/411.cha,data/annotated/ENNI_batchalign/TD/B/411.cha,107,5,6,1,0.009346,0,0.000000,0,0.000000,4,0.037383
412,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/412.cha,data/annotated/ENNI_batchalign/TD/B/412.cha,122,3,3,0,0.000000,0,0.000000,0,0.000000,3,0.024590
415,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/415.cha,data/annotated/ENNI_batchalign/TD/B/415.cha,83,8,9,6,0.072289,0,0.000000,1,0.012048,0,0.000000
416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/416.cha,data/annotated/ENNI_batchalign/TD/B/416.cha,96,6,6,1,0.010417,1,0.010417,3,0.031250,1,0.010417
419,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/419.cha,data/annotated/ENNI_batchalign/TD/B/419.cha,95,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.010526
423,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/423.cha,data/annotated/ENNI_batchalign/TD/B/423.cha,106,13,15,8,0.075472,0,0.000000,2,0.018868,3,0.028302
439,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/439.cha,data/annotated/ENNI_batchalign/TD/B/439.cha,93,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.010753
443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/443.cha,data/annotated/ENNI_batchalign/TD/B/443.cha,69,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
446,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/446.cha,data/annotated/ENNI_batchalign/TD/B/446.cha,69,3,3,0,0.000000,0,0.000000,0,0.000000,2,0.028986
450,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/450.cha,data/annotated/ENNI_batchalign/TD/B/450.cha,65,20,25,1,0.015385,0,0.000000,17,0.261538,6,0.092308
454,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/454.cha,data/annotated/ENNI_batchalign/TD/B/454.cha,63,6,6,1,0.015873,0,0.000000,0,0.000000,5,0.079365
455,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/B/455.cha,data/annotated/ENNI_batchalign/TD/B/455.cha,82,4,5,1,0.012195,0,0.000000,0,0.000000,3,0.036585
