File,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group_2,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,TD_Words,TD_Utts,TD_Time_(secs),TD_Words_Time,TD_Utts_Time,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-S3,irr-S3,u-aux,c-cop,c-aux,Total_non_zero_mors
stage1_td_reannotated/pair_sli427_td406_rep04_A1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,6.000,7.429,7,NA,NA,26,42,NA,NA,1.143,42,7,0,NA,NA,0,0,0,0,7,NA,42,1,1,0,2,0,2,7,7,0,0,0,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep04_A2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,5.800,7.100,10,NA,NA,41,59,NA,48.65,1.300,58,10,0,NA,NA,0,0,0,0,9,NA,59,2,0,2,0,0,1,6,12,0,1,1,0,0,7
stage1_td_reannotated/pair_sli427_td406_rep04_A3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,5.400,5.700,10,NA,NA,29,54,NA,17.36,0.600,71,13,0,NA,NA,3,0,0,0,7,NA,54,0,0,0,0,0,2,12,3,1,0,0,0,0,4
stage1_td_reannotated/pair_sli427_td406_rep04_B1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,4.688,6.000,16,NA,NA,38,77,NA,20.56,1.000,75,16,0,NA,NA,0,0,0,0,12,NA,77,2,0,0,1,0,3,5,16,0,0,0,2,0,6
stage1_td_reannotated/pair_sli427_td406_rep04_B2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,5.444,5.778,9,NA,NA,30,49,NA,NA,1.667,49,9,0,NA,NA,1,0,0,0,9,NA,49,0,0,0,2,0,0,2,1,3,0,0,0,0,4
stage1_td_reannotated/pair_sli427_td406_rep04_B3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,11,11,5.455,6.818,11,NA,NA,40,60,NA,38.63,1.000,94,20,0,NA,NA,0,0,0,0,10,NA,60,0,0,1,4,0,2,9,11,0,1,0,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep05_A1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.125,6.500,8,NA,NA,30,49,NA,NA,0.875,49,8,0,NA,NA,2,0,0,0,7,NA,49,0,2,0,2,0,2,9,1,3,0,0,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep05_A2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,14,14,4.643,5.357,14,NA,NA,44,66,NA,48.19,1.214,65,14,0,NA,NA,1,0,0,0,10,NA,66,1,0,2,0,0,0,6,10,0,0,2,0,0,5
stage1_td_reannotated/pair_sli427_td406_rep05_A3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,12,12,5.250,6.250,12,NA,NA,39,65,NA,31.98,0.667,65,12,0,NA,NA,0,0,0,2,10,NA,65,0,0,0,0,2,2,12,10,0,1,0,0,0,5
stage1_td_reannotated/pair_sli427_td406_rep05_B1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,4.750,5.625,16,NA,NA,43,77,NA,27.82,0.750,76,16,0,NA,NA,3,0,0,0,13,NA,77,1,0,1,0,0,3,5,12,0,1,1,1,0,8
stage1_td_reannotated/pair_sli427_td406_rep05_B2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,12,12,5.750,6.000,12,NA,NA,38,69,NA,25.28,1.250,81,16,0,NA,NA,1,0,0,0,12,NA,69,0,1,2,2,0,0,10,1,11,0,0,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep05_B3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,20,20,4.450,4.800,20,NA,NA,43,90,NA,18.72,0.650,89,20,0,NA,NA,6,0,0,0,12,NA,90,0,1,0,3,0,1,5,3,0,0,2,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep06_A1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,6,6,7.000,8.500,6,NA,NA,24,42,NA,NA,1.000,42,6,0,NA,NA,0,0,0,0,6,NA,42,0,0,0,2,0,2,8,7,0,0,0,0,0,4
stage1_td_reannotated/pair_sli427_td406_rep06_A2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,12,12,6.750,8.083,12,NA,NA,45,82,NA,36.33,1.583,81,12,0,NA,NA,1,0,0,0,12,NA,82,2,0,2,0,0,1,9,15,0,1,0,1,0,7
stage1_td_reannotated/pair_sli427_td406_rep06_A3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,5.250,6.250,16,NA,NA,28,84,NA,14.05,0.750,84,16,0,NA,NA,0,0,0,0,7,NA,84,2,0,0,0,0,4,12,14,0,0,0,0,0,4
stage1_td_reannotated/pair_sli427_td406_rep06_B1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,4.875,6.188,16,NA,NA,45,80,NA,32.63,0.812,78,16,0,NA,NA,0,0,0,0,13,NA,80,2,0,0,1,0,7,8,16,0,0,0,2,0,6
stage1_td_reannotated/pair_sli427_td406_rep06_B2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,12,12,4.833,5.167,12,NA,NA,38,59,NA,35.14,1.250,58,12,0,NA,NA,1,0,0,0,12,NA,59,1,0,0,2,0,0,4,0,3,0,0,1,0,5
stage1_td_reannotated/pair_sli427_td406_rep06_B3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,5.562,7.000,16,NA,NA,48,90,NA,28.66,0.875,103,19,0,NA,NA,1,0,0,0,16,NA,90,3,1,0,4,0,6,9,16,0,0,1,0,0,7
stage1_td_reannotated/pair_sli427_td406_rep07_A1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,11,11,5.909,6.636,11,NA,NA,31,66,NA,15.05,0.636,65,11,0,NA,NA,0,0,0,0,9,NA,66,1,5,0,0,0,4,9,6,0,0,1,1,0,7
stage1_td_reannotated/pair_sli427_td406_rep07_A2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,5.556,6.778,9,NA,NA,39,51,NA,63.45,1.333,50,9,0,NA,NA,1,0,0,0,8,NA,51,1,0,1,0,0,0,5,11,0,0,1,0,0,5
stage1_td_reannotated/pair_sli427_td406_rep07_A3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,6.571,7.714,7,NA,NA,30,46,NA,NA,0.571,46,7,0,NA,NA,0,0,0,0,7,NA,46,1,0,0,1,0,5,8,6,0,0,0,0,0,5
stage1_td_reannotated/pair_sli427_td406_rep07_B1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,15,15,4.867,5.267,15,NA,NA,39,76,NA,25.40,0.867,73,15,0,NA,NA,6,0,0,0,13,NA,76,0,0,1,0,0,2,2,3,3,0,0,3,0,6
stage1_td_reannotated/pair_sli427_td406_rep07_B2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,5.500,5.900,10,NA,NA,37,56,NA,38.66,1.300,55,10,0,NA,NA,0,0,0,0,10,NA,56,1,1,0,2,0,0,6,0,7,0,0,1,0,6
stage1_td_reannotated/pair_sli427_td406_rep07_B3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,22,22,5.136,5.773,22,NA,NA,62,116,56,40.40,0.955,113,22,0,NA,NA,3,0,0,0,17,NA,116,1,2,0,6,1,3,9,5,3,0,2,0,0,9
stage1_td_reannotated/pair_sli427_td406_rep08_A1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,6.143,6.429,7,NA,NA,22,43,NA,NA,1.000,43,7,0,NA,NA,0,0,0,0,7,NA,43,0,0,0,2,0,1,11,0,4,0,0,0,0,4
stage1_td_reannotated/pair_sli427_td406_rep08_A2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,13,13,5.385,6.615,13,NA,NA,41,71,NA,30.23,1.308,70,13,0,NA,NA,0,0,0,0,13,NA,71,1,0,2,0,0,2,8,15,0,1,1,0,0,7
stage1_td_reannotated/pair_sli427_td406_rep08_A3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,4.625,5.625,16,NA,NA,43,75,NA,29.00,0.750,84,19,0,NA,NA,6,0,0,0,15,NA,75,1,1,0,3,0,7,11,11,2,1,1,0,0,9
stage1_td_reannotated/pair_sli427_td406_rep08_B1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,1,1,89.000,115.000,1,NA,NA,54,93,NA,42.45,18.000,89,1,0,NA,NA,0,0,0,0,1,NA,93,3,0,1,4,0,7,6,17,0,0,2,2,0,8
stage1_td_reannotated/pair_sli427_td406_rep08_B2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,8,8,9.250,11.375,8,NA,NA,44,75,NA,34.22,2.250,74,8,0,NA,NA,1,0,0,0,8,NA,75,1,0,1,2,0,0,7,13,0,0,0,1,0,6
stage1_td_reannotated/pair_sli427_td406_rep08_B3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,21,21,7.238,8.762,21,NA,NA,71,155,52,42.44,1.095,152,21,0,NA,NA,0,0,0,0,18,NA,155,5,0,0,4,0,9,16,22,0,0,2,0,1,7
stage1_td_reannotated/pair_sli427_td406_rep09_A1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,14,14,6.071,7.429,14,NA,NA,44,87,NA,25.14,1.143,85,14,0,NA,NA,0,0,0,0,12,NA,87,3,1,0,0,0,3,8,14,0,0,0,1,1,7
stage1_td_reannotated/pair_sli427_td406_rep09_A2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,7.000,8.111,9,NA,NA,46,64,NA,60.55,1.444,63,9,0,NA,NA,0,0,0,0,9,NA,64,1,0,3,0,0,0,7,10,0,0,1,0,0,5
stage1_td_reannotated/pair_sli427_td406_rep09_A3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,5,5,9.400,11.000,5,NA,NA,29,47,NA,NA,1.200,47,5,0,NA,NA,0,0,0,0,5,NA,47,1,1,0,2,0,3,11,5,0,0,0,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep09_B1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,12,12,4.583,4.833,12,NA,NA,32,58,NA,20.13,0.750,58,12,0,NA,NA,9,0,0,3,7,NA,58,0,0,1,0,0,0,0,1,0,0,1,2,0,4
stage1_td_reannotated/pair_sli427_td406_rep09_B2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,4.900,5.400,10,NA,NA,31,49,NA,NA,1.300,49,10,0,NA,NA,3,0,0,0,9,NA,49,0,0,1,3,0,0,2,2,0,0,0,0,0,4
stage1_td_reannotated/pair_sli427_td406_rep09_B3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,14,14,6.071,7.429,14,NA,NA,54,87,NA,46.98,0.643,130,22,0,NA,NA,2,0,0,2,12,NA,87,2,1,0,7,0,5,5,10,0,0,0,1,0,7
stage1_td_reannotated/pair_sli427_td406_rep10_A1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,6,6,5.500,6.667,6,NA,NA,23,33,NA,NA,1.000,33,6,0,NA,NA,0,0,0,0,6,NA,33,1,2,0,0,0,2,4,6,0,0,0,0,0,5
stage1_td_reannotated/pair_sli427_td406_rep10_A2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.375,7.750,8,NA,NA,39,53,NA,56.33,1.250,51,8,0,NA,NA,0,0,0,0,7,NA,53,1,0,1,0,2,0,5,9,0,1,0,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep10_A3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,6.714,8.286,7,NA,NA,26,47,NA,NA,0.857,47,7,0,NA,NA,1,0,0,0,6,NA,47,2,0,0,2,0,3,10,7,0,0,1,0,0,6
stage1_td_reannotated/pair_sli427_td406_rep10_B1_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,11,11,4.545,5.636,11,NA,NA,37,52,NA,46.59,0.818,50,11,0,NA,NA,1,0,0,0,10,NA,52,1,0,3,0,0,1,4,9,0,0,0,2,0,6
stage1_td_reannotated/pair_sli427_td406_rep10_B2_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,12,12,5.083,5.500,12,NA,NA,31,61,NA,18.14,1.167,61,12,0,NA,NA,10,0,0,0,12,NA,61,0,0,1,5,0,0,6,0,1,0,0,0,0,4
stage1_td_reannotated/pair_sli427_td406_rep10_B3_TD.cha,eng,ICL-PILOT,CHI,56,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,20,20,7.200,9.100,20,NA,NA,67,146,55,36.72,1.450,148,20,0,NA,NA,6,0,0,4,20,NA,146,2,0,0,9,0,8,3,25,0,0,4,0,0,6
stage1_td_reannotated/pair_sli444_td410_rep01_A1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,7.000,7.286,7,NA,NA,25,51,NA,12.42,1.000,49,7,0,NA,NA,0,0,0,0,6,NA,51,1,1,0,0,0,1,14,0,4,1,0,1,0,7
stage1_td_reannotated/pair_sli444_td410_rep01_A2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,7.286,7.286,7,NA,NA,32,51,NA,26.82,1.571,51,7,0,NA,NA,1,0,0,0,7,NA,51,1,0,1,0,0,0,11,0,8,1,0,0,0,5
stage1_td_reannotated/pair_sli444_td410_rep01_A3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,11,11,6.000,6.182,11,NA,NA,43,70,NA,33.31,0.727,66,11,0,NA,NA,1,0,0,0,10,NA,70,1,0,1,0,1,3,12,0,5,1,1,2,0,9
stage1_td_reannotated/pair_sli444_td410_rep01_B1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,4.300,4.400,10,NA,NA,25,43,NA,NA,0.800,43,10,0,NA,NA,0,0,0,0,9,NA,43,0,0,1,1,0,2,7,0,5,0,0,0,0,5
stage1_td_reannotated/pair_sli444_td410_rep01_B2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,14,14,4.143,4.429,14,NA,NA,36,58,NA,30.93,1.286,58,14,0,NA,NA,0,0,0,0,14,NA,58,0,0,1,4,0,0,0,0,5,0,0,0,0,3
stage1_td_reannotated/pair_sli444_td410_rep01_B3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,17,17,4.765,5.118,17,NA,NA,50,83,NA,43.85,0.824,114,24,0,NA,NA,0,0,0,0,15,NA,83,0,1,0,4,0,2,7,0,5,0,2,1,0,7
stage1_td_reannotated/pair_sli444_td410_rep02_A1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,5.000,5.000,10,NA,NA,26,50,NA,14.64,0.800,51,10,0,NA,NA,3,0,0,1,7,NA,50,1,1,0,0,0,0,7,0,2,1,0,0,0,5
stage1_td_reannotated/pair_sli444_td410_rep02_A2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,6,6,6.833,7.167,6,NA,NA,31,43,NA,NA,2.000,41,6,0,NA,NA,0,0,0,0,6,NA,43,0,0,1,1,0,0,6,0,7,1,1,0,0,6
stage1_td_reannotated/pair_sli444_td410_rep02_A3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,15,15,4.467,5.333,15,NA,NA,35,76,NA,15.63,0.533,67,15,0,NA,NA,0,0,0,0,12,NA,76,4,1,0,0,3,5,14,2,0,1,0,5,0,8
stage1_td_reannotated/pair_sli444_td410_rep02_B1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,11,11,5.909,7.636,11,NA,NA,35,76,NA,16.76,1.182,71,13,0,NA,NA,0,0,0,0,10,NA,76,8,0,2,0,1,0,10,2,0,1,0,9,0,7
stage1_td_reannotated/pair_sli444_td410_rep02_B2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,4.714,6.000,7,NA,NA,27,33,NA,NA,1.000,45,10,0,NA,NA,1,0,0,0,7,NA,33,0,0,1,2,0,0,3,7,0,0,0,0,0,4
stage1_td_reannotated/pair_sli444_td410_rep02_B3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,8.600,10.800,10,NA,NA,44,88,NA,24.45,1.500,86,10,0,NA,NA,0,0,0,0,10,NA,88,3,1,0,4,0,5,8,14,1,0,1,0,1,9
stage1_td_reannotated/pair_sli444_td410_rep03_A1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,6,6,9.333,10.833,6,NA,NA,30,56,NA,17.68,1.333,56,6,0,NA,NA,0,0,0,0,6,NA,56,1,1,0,2,0,2,13,6,0,0,0,0,0,6
stage1_td_reannotated/pair_sli444_td410_rep03_A2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,6,6,7.333,7.500,6,NA,NA,33,44,NA,NA,1.500,44,6,0,NA,NA,6,0,0,0,6,NA,44,0,0,1,0,0,0,5,1,3,0,0,0,0,4
stage1_td_reannotated/pair_sli444_td410_rep03_A3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,5.300,6.300,10,NA,NA,37,54,NA,42.59,0.900,53,10,0,NA,NA,0,0,0,0,9,NA,54,0,0,0,1,0,2,9,8,0,0,0,0,1,5
stage1_td_reannotated/pair_sli444_td410_rep03_B1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,4.125,5.062,16,NA,NA,34,70,NA,18.93,0.875,67,16,0,NA,NA,0,0,0,1,12,NA,70,8,0,2,0,0,3,6,5,0,1,0,4,0,7
stage1_td_reannotated/pair_sli444_td410_rep03_B2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,13,13,5.000,6.231,13,NA,NA,42,65,NA,39.01,1.077,65,13,0,NA,NA,2,0,0,0,13,NA,65,1,0,1,3,0,1,6,12,0,0,0,0,0,6
stage1_td_reannotated/pair_sli444_td410_rep03_B3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,8,8,5.750,6.250,8,NA,NA,30,46,NA,NA,0.750,75,14,0,NA,NA,0,0,0,0,8,NA,46,0,1,0,4,0,2,7,0,2,0,0,0,0,5
stage1_td_reannotated/pair_sli444_td410_rep04_A1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,15,15,4.467,5.000,15,NA,NA,35,71,NA,18.13,0.733,67,15,0,NA,NA,0,0,0,0,11,NA,71,3,2,0,1,0,2,14,1,5,1,0,3,0,9
stage1_td_reannotated/pair_sli444_td410_rep04_A2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,15,15,4.267,5.133,15,NA,NA,34,73,NA,15.52,0.733,64,15,0,NA,NA,0,0,0,0,8,NA,73,7,0,2,0,5,1,17,1,2,2,1,2,0,10
stage1_td_reannotated/pair_sli444_td410_rep04_A3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,10,10,7.000,8.000,10,NA,NA,40,76,NA,22.50,1.000,70,10,0,NA,NA,2,0,0,0,8,NA,76,2,1,1,1,1,4,11,2,0,1,1,2,1,12
stage1_td_reannotated/pair_sli444_td410_rep04_B1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,12,12,5.250,6.250,12,NA,NA,27,67,NA,10.27,0.750,63,12,0,NA,NA,0,0,0,0,10,NA,67,6,0,2,0,0,6,15,3,0,1,1,3,0,8
stage1_td_reannotated/pair_sli444_td410_rep04_B2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,6.111,6.444,9,NA,NA,30,55,NA,19.17,1.333,55,9,0,NA,NA,4,0,0,0,8,NA,55,1,0,1,2,0,1,9,0,2,0,0,0,0,6
stage1_td_reannotated/pair_sli444_td410_rep04_B3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,6.312,7.938,16,NA,NA,55,103,55,37.66,0.938,101,16,0,NA,NA,2,0,0,0,15,NA,103,1,1,1,9,0,5,7,14,0,1,2,1,0,10
stage1_td_reannotated/pair_sli444_td410_rep05_A1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,6,6,6.833,6.833,6,NA,NA,23,41,NA,NA,0.833,41,6,0,NA,NA,0,0,0,0,5,NA,41,0,2,0,0,0,1,10,0,3,0,0,0,0,4
stage1_td_reannotated/pair_sli444_td410_rep05_A2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,5,5,7.800,7.800,5,NA,NA,27,39,NA,NA,1.200,61,8,0,NA,NA,0,0,0,0,4,NA,39,0,0,2,0,0,0,9,0,5,0,0,0,0,3
stage1_td_reannotated/pair_sli444_td410_rep05_A3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,7,7,6.571,7.571,7,NA,NA,25,50,NA,13.27,0.714,46,7,0,NA,NA,0,0,0,0,7,NA,50,0,2,0,0,0,2,7,3,2,0,0,4,0,6
stage1_td_reannotated/pair_sli444_td410_rep05_B1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,4.889,5.556,9,NA,NA,24,44,NA,NA,0.889,44,9,0,NA,NA,0,0,0,0,9,NA,44,1,0,2,0,0,2,5,5,1,0,0,0,0,6
stage1_td_reannotated/pair_sli444_td410_rep05_B2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,11,11,5.000,6.273,11,NA,NA,38,55,NA,43.76,1.091,69,14,0,NA,NA,1,0,0,0,11,NA,55,0,0,1,2,0,1,3,12,0,0,0,0,0,5
stage1_td_reannotated/pair_sli444_td410_rep05_B3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,4.333,4.778,9,NA,NA,28,41,NA,NA,0.889,63,15,0,NA,NA,0,0,0,0,7,NA,41,0,0,1,2,0,0,6,1,2,1,0,1,0,7
stage1_td_reannotated/pair_sli444_td410_rep06_A1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,8,8,5.875,6.500,8,NA,NA,20,51,NA,7.05,0.875,47,8,0,NA,NA,0,0,0,0,8,NA,51,1,2,0,0,4,2,6,0,6,0,0,0,0,6
stage1_td_reannotated/pair_sli444_td410_rep06_A2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.250,7.250,8,NA,NA,34,54,NA,27.73,1.375,50,8,0,NA,NA,0,0,0,0,6,NA,54,1,0,1,0,1,0,11,6,1,2,0,1,0,8
stage1_td_reannotated/pair_sli444_td410_rep06_A3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,16,16,5.875,7.062,16,NA,NA,33,108,31,9.53,1.000,94,16,0,NA,NA,0,0,0,0,12,NA,108,2,2,0,0,1,1,21,5,0,2,1,10,0,9
stage1_td_reannotated/pair_sli444_td410_rep06_B1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,11,11,6.364,7.455,11,NA,NA,41,70,NA,27.43,1.091,70,11,0,NA,NA,0,0,0,0,10,NA,70,1,1,0,0,0,3,15,11,0,0,0,0,0,5
stage1_td_reannotated/pair_sli444_td410_rep06_B2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.750,7.625,8,NA,NA,32,56,NA,25.78,1.375,54,8,0,NA,NA,2,0,0,0,8,NA,56,0,0,1,4,0,0,3,1,3,0,0,2,0,6
stage1_td_reannotated/pair_sli444_td410_rep06_B3_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,22,22,4.727,5.273,22,NA,NA,53,109,51,30.23,0.864,104,22,0,NA,NA,1,0,0,0,17,NA,109,1,2,0,3,0,3,11,3,5,0,2,3,0,9
stage1_td_reannotated/pair_sli444_td410_rep07_A1_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,7.444,7.444,9,NA,NA,28,68,NA,11.20,1.333,67,9,0,NA,NA,0,0,0,0,8,NA,68,0,0,0,0,0,1,18,0,7,1,0,0,0,4
stage1_td_reannotated/pair_sli444_td410_rep07_A2_TD.cha,eng,ICL-PILOT,CHI,50,.,TD,.,.,Target_Child,.,.,cross,narrative,generated,9,9,6.556,8.111,9,NA,NA,39,59,NA,37.41,1.556,59,9,0,NA,NA,2,0,0,0,8,NA,59,1,0,3,1,0,0,8,13,0,0,0,0,0,5
